rxn_id	source_id	source_type	rxn_type	temperature_deg_c	time_h	atmosphere	stirring_shaking	scale_mol	concentration_mol_l	catalyst_1_cas	catalyst_1_eq	catalyst_1_smiles	catalyst_2_cas	catalyst_2_eq	catalyst_2_smiles	reagent_1_cas	reagent_1_eq	reagent_1_smiles	reagent_2_cas	reagent_2_eq	reagent_2_smiles	reagent_3_cas	reagent_3_eq	reagent_3_smiles	reagent_4_cas	reagent_4_eq	reagent_4_smiles	reagent_5_cas	reagent_5_eq	reagent_5_smiles	solvent_1_cas	solvent_1_fraction	solvent_1_smiles	solvent_2_cas	solvent_2_fraction	solvent_2_smiles	startingmat_1_cas	startingmat_1_eq	startingmat_1_smiles	product_1_cas	product_1_ms	product_1_nmr	product_1_smiles	product_1_yield	product_1_yieldtype	product_2_cas	product_2_smiles	product_2_yield	product_2_yieldtype	provenance	procedure
lit_pub_bo_18	10.1021/ja1006405	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12148-71-9	0.010000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C	72914-19-3	0.020000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							109-99-9	1.000000	O1CCCC1				92-39-7	1	ClC1=CC=C2SC=3C=CC=CC3NC2=C1	1219637-90-7		1 H NMR 500 MHz, CDCl3 δ 8.18 (s, 1H), 7.46 (dd, J= 1.2, 7.4, 1H), 7.04 (d, J= 8.4, 1H), 6.80 (m, 3H), 6.50 (d, J= 1.9, 1H), 1.39 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 148.04, 143.30, 135.15, 132.96, 130.39, 127.47, 122.41, 122.21, 117.86, 117.11, 114.81, 84.64, 25.19.; 11 B NMR 300MHz, CDCl3: δ 31.8.	ClC1=CC=C2SC3=CC=CC(B4OC(C)(C)C(O4)(C)C)=C3NC2=C1	0.870000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_19	10.1021/ja1006405	publication	borylation	80	4.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							109-99-9	1.000000	O1CCCC1				120-72-9	1	C=1C=CC=2NC=CC2C1	642494-37-9		1 H NMR 499 MHz, CDCl3 δ 9.27 (s, 1H), 7.80 (d, J= 7.9, 1H), 7.68 (d, J= 7.0, 1H), 7.29 (t, J= 2.7, 1H), 7.16 (t, J= 7.4, 1H), 6.57 (m, 1H), 1.42 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 141.20, 129.47, 127.02, 124.50, 124.30, 119.55, 102.20, 83.95, 25.25.; 11 B NMR 300 MHz, CDCl3: δ 31.3.	O1B(OC(C)(C)C1(C)C)C2=CC=CC=3C=CNC32	0.660000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_20	10.1021/ja1006405	publication	borylation	80	4.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				17422-32-1	1	ClC=1C=CC=2NC=CC2C1	1219637-81-6		1 H NMR 500 MHz, CDCl3 δ 9.24 (s, 1H), 7.74 (d, J= 1.8, 1H), 7.63 (d, J= 1.9, 1H), 7.30 (m, 1H), 6.51 (m, 1H), 1.41 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 139.55, 129.08, 128.40, 125.75, 125.48, 123.62, 101.92, 84.44, 25.23.; 11 B NMR 300 MHz, CDCl3: δ 31.4.	ClC1=CC=2C=CNC2C(=C1)B3OC(C)(C)C(O3)(C)C	0.640000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_21	10.1021/ja1006405	publication	borylation	80	8.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				2047-91-8	1	C=1C=CC2=C(C1)NC3=C2CCC3	919119-69-0		1 H NMR 500 MHz, CDCl3 δ 9.02 (s, 1H), 7.63 (d, J= 2.4, 1H), 7.62 (d, J= 1.3, 1H), 7.16 (t, J= 7.4, 1H), 2.98 (t, J= 7.1, 2H), 2.90 (t, J= 6.9, 2H), 2.60 (m, 2H), 1.45 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 146.64, 144.00, 127.86, 123.93, 122.22, 119.30, 119.12, 84.00, 29.06, 26.32, 25.27, 24.75.; 11 B NMR 300 MHz, CDCl3: δ 31.8.	O1B(OC(C)(C)C1(C)C)C2=CC=CC3=C2NC4=C3CCC4	0.640000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_22	10.1021/ja1006405	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12148-71-9	0.010000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C	72914-19-3	0.020000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							109-99-9	1.000000	O1CCCC1				92-84-2	1	S1C=2C=CC=CC2NC=3C=CC=CC13	1219637-89-4		1 H NMR 499 MHz, CDCl3 δ 8.22 (s, 1H), 7.48 (d, 1H), 7.09 (d, J= 7.5, 1H), 7.01 (m, 2H), 6.82 (ddd, J= 4.6, 9.1, 10.5, 2H), 6.58 (d, J= 7.8, 1H), 1.41 (s, J= 1.6, 12H).; 13 C NMR 126 MHz, CDCl3 δ 148.95, 142.23, 135.02, 130.42, 127.49, 126.86, 122.71, 121.72, 118.55, 118.27, 115.01, 84.48, 25.21.; 11 B NMR 300MHz, CDCl3: δ 31.7.	O1B(OC(C)(C)C1(C)C)C=2C=CC=C3SC=4C=CC=CC4NC32	0.640000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_23	10.1021/ja1006405	publication	borylation	80	4.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							109-99-9	1.000000	O1CCCC1				614-96-0	1	C1=CC=2C=C(C=CC2N1)C	1219637-77-0		1 H NMR 500 MHz, CDCl3 δ 9.20 (s, 1H), 7.64 (s, 1H), 7.58 (s, 1H), 7.28 (t, J= 2.7, 1H), 6.54 (d, J= 2.7, 1H), 2.53 (s, 3H), 1.46 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 139.69, 130.87, 128.59, 127.47, 124.47, 124.41, 101.71, 84.06, 25.28, 21.56.; 11 B NMR 300 MHz, CDCl3: δ 31.8.	O1B(OC(C)(C)C1(C)C)C2=CC(=CC=3C=CNC32)C	0.610000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_24	10.1021/ja1006405	publication	borylation	80	6.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				83-34-1	1	C=1C=CC2=C(C1)NC=C2C	1181825-29-5		1 H NMR 500 MHz, CDCl3 δ 8.99 (s, 1H), 7.74 (d, J= 7.8, 1H), 7.68 (dd, J= 0.9, 7.1, 1H), 7.17 (dd, J= 7.1, 7.8, 1H), 7.05 (d, J= 0.9, 1H), 2.38 (s, 3H), 1.42 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 141.68, 129.34, 127.43, 122.61, 121.75, 118.78, 111.28, 83.96, 25.25, 9.93.; 11 B NMR 300 MHz, CDCl3: δ 31.6.	O1B(OC(C)(C)C1(C)C)C2=CC=CC=3C(=CNC23)C	0.610000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_25	10.1021/ja1006405	publication	borylation	80	6.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				1006-94-6	1	O(C=1C=CC=2NC=CC2C1)C	1219637-79-2		1 H NMR 500 MHz, CDCl3 δ 9.15 (s, 1H), 7.36 (d, J= 2.4, 1H), 7.31 (d, J= 2.3, 1H), 7.28 (t, J= 2.7, 1H), 6.51 (dd, J= 2.3, 2.9, 1H), 3.90 (s, 3H), 1.42 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 154.03, 136.72, 127.87, 125.17, 118.05, 107.81, 101.77, 84.17, 56.48, 25.24.; 11 B NMR 300 MHz, CDCl3: δ 31.8.	O(C1=CC=2C=CNC2C(=C1)B3OC(C)(C)C(O3)(C)C)C	0.600000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_26	10.1021/ja1006405	publication	borylation	80	4.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							109-99-9	1.000000	O1CCCC1				16066-91-4	1	IC=1C=CC=2NC=CC2C1	1219637-82-7		1 H NMR 500 MHz, CDCl3 δ 9.25 (s, 1H), 8.12 (s, 1H), 7.93 (d, J= 1.5, 1H), 7.24 (m, 1H), 6.49 (m, 1H), 1.41 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 140.15, 137.11, 132.90, 129.83,129.48, 125.24, 101.59, 84.45, 25.25.; 11 B NMR 300 MHz, CDCl3: δ 32.5.	IC1=CC=2C=CNC2C(=C1)B3OC(C)(C)C(O3)(C)C	0.570000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_27	10.1021/ja1006405	publication	borylation	80	6.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				10075-50-0	1	BrC=1C=CC=2NC=CC2C1	1219637-80-5		1 H NMR 500 MHz, CDCl3 δ 9.23 (s, 1H), 7.88 (d, J= 1.7, 1H), 7.73 (d, J= 1.8, 1H), 7.27 (m, 1H), 6.49 (m, 1H), 1.40 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 139.74, 131.61, 129.00, 126.66, 125.55, 113.15, 101.82, 84.43, 25.22.; 11 B NMR 300 MHz, CDCl3: δ 31.8.	BrC1=CC=2C=CNC2C(=C1)B3OC(C)(C)C(O3)(C)C	0.550000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_28	10.1021/ja1006405	publication	borylation	80	6.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				1215-59-4	1	O(C=1C=CC=2NC=CC2C1)CC=3C=CC=CC3	1219637-84-9		1 H NMR 500 MHz, CDCl3 δ 9.14 (s, 1H), 7.51 (d, J= 7.5, 3H), 7.47 (d, J= 2.4, 1H), 7.41 (t, J= 7.5, 3H), 7.37 (d, J= 2.4, 1H), 7.35 (d, J= 7.3, 1H), 7.27 (t, J= 2.7, 1H), 6.50 (dd, J= 2.3, 3.0, 1H), 5.16 (s, 2H), 1.42 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 153.22, 138.16, 136.85, 128.76, 127.87, 127.81, 127.70, 125.14, 119.20, 109.20, 101.88, 84.31, 71.42, 25.26.; 11 B NMR 300 MHz, CDCl3: δ 31.6.	O1B(OC(C)(C)C1(C)C)C2=CC(OCC=3C=CC=CC3)=CC=4C=CNC42	0.530000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_29	10.1021/ja1006405	publication	borylation	80	16.000000	NITROGEN	UNSPECIFIED	0.001000	1.000000	12112-67-3	0.002500	C1CC=CCCC=C1.C1CC=CCCC=C1.[Cl-].[Cl-].[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.005000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	0.050000	O1BOC(C)(C)C1(C)C							109-99-9	1.000000	O1CCCC1				16136-52-0	1	N#CC1=CC=CC=2NC=CC12	1219637-83-8		1 H NMR 500 MHz, CDCl3 δ 9.49 (s, 1H), 7.65 (d, J= 7.3, 1H), 7.46 (d, J= 7.3, 1H), 7.44 (t, J= 2.7, 1H), 6.76 (m, 1H), 1.41 (s, 12H).; 13 C NMR 126 MHz, CDCl3 δ 140.86, 128.47, 128.27, 127.12, 124.45, 119.03, 105.81, 101.28, 84.77, 25.22.; 11 B NMR 300 MHz, CDCl3: δ 31.9.	N#CC1=CC=C(B2OC(C)(C)C(O2)(C)C)C=3NC=CC13	0.490000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
